2017-11-27 11:27:34.242580: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-27 11:27:34.242598: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-27 11:27:34.242603: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-11-27 11:27:34.242606: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-27 11:27:34.242609: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
['B01']
['B03']
['B02']
Loading images  ./ourds/*.jpg ['B01']
Number of images: 61
Number of rows: 256
Number of cols: 256
Dataset array size:  (61, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B03']
Number of images: 60
Number of rows: 256
Number of cols: 256
Dataset array size:  (60, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B02']
Number of images: 66
Number of rows: 256
Number of cols: 256
Dataset array size:  (66, 256, 256, 1)
(61, 256, 256, 1)
(60, 256, 256, 1)
(66, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45584.3945 | Layer 1 | Epoch 1  |
|            30 |    45282.5000 | Layer 1 | Epoch 1  |
|            60 |    45161.3438 | Layer 1 | Epoch 1  |
|            90 |    44372.1602 | Layer 1 | Epoch 2  |
|           120 |    43963.1133 | Layer 1 | Epoch 2  |
|           150 |    44148.9375 | Layer 1 | Epoch 3  |
|           180 |    44464.2812 | Layer 1 | Epoch 3  |
|           210 |    43070.3320 | Layer 1 | Epoch 4  |
|           240 |    43299.1992 | Layer 1 | Epoch 4  |
|           270 |    42519.0664 | Layer 1 | Epoch 5  |
|           300 |    43573.9922 | Layer 1 | Epoch 5  |
|           330 |    43705.1328 | Layer 1 | Epoch 6  |
|           360 |    42312.1797 | Layer 1 | Epoch 6  |
|           390 |    42221.5000 | Layer 1 | Epoch 7  |
|           420 |    42270.9453 | Layer 1 | Epoch 7  |
|           450 |    42449.0234 | Layer 1 | Epoch 8  |
|           480 |    42995.8086 | Layer 1 | Epoch 8  |
|           510 |    41939.8047 | Layer 1 | Epoch 9  |
|           540 |    42851.7812 | Layer 1 | Epoch 9  |
|           570 |    42798.6641 | Layer 1 | Epoch 10  |
|           600 |    41274.5117 | Layer 1 | Epoch 10  |
|           630 |    41453.0430 | Layer 1 | Epoch 11  |
|           660 |    41380.2812 | Layer 1 | Epoch 11  |
|           690 |    42225.9297 | Layer 1 | Epoch 12  |
|           720 |    41229.5156 | Layer 1 | Epoch 12  |
|           750 |    41104.7500 | Layer 1 | Epoch 13  |
|           780 |    41663.9609 | Layer 1 | Epoch 13  |
|           810 |    40866.2148 | Layer 1 | Epoch 14  |
|           840 |    41632.4375 | Layer 1 | Epoch 14  |
|           870 |    41589.7109 | Layer 1 | Epoch 15  |
|           900 |    41396.6484 | Layer 1 | Epoch 15  |
|           930 |    41762.5625 | Layer 1 | Epoch 16  |
|           960 |    41654.6562 | Layer 1 | Epoch 16  |
|           990 |    41167.9883 | Layer 1 | Epoch 17  |
|          1020 |    42101.3125 | Layer 1 | Epoch 17  |
|          1050 |    41459.6250 | Layer 1 | Epoch 18  |
|          1080 |    40244.5156 | Layer 1 | Epoch 18  |
|          1110 |    40958.2305 | Layer 1 | Epoch 19  |
|          1140 |    42063.6250 | Layer 1 | Epoch 19  |
|          1170 |    40445.5312 | Layer 1 | Epoch 20  |
|          1200 |    40838.4609 | Layer 1 | Epoch 20  |
|          1230 |    40678.3555 | Layer 1 | Epoch 21  |
|          1260 |    39945.8828 | Layer 1 | Epoch 21  |
|          1290 |    39968.0898 | Layer 1 | Epoch 22  |
|          1320 |    41214.7930 | Layer 1 | Epoch 22  |
|          1350 |    40401.8320 | Layer 1 | Epoch 23  |
|          1380 |    40366.8672 | Layer 1 | Epoch 23  |
|          1410 |    41372.4219 | Layer 1 | Epoch 24  |
|          1440 |    40305.6875 | Layer 1 | Epoch 24  |
|          1470 |    40821.9883 | Layer 1 | Epoch 25  |
|          1500 |    40230.4062 | Layer 1 | Epoch 25  |
|          1530 |    39611.0820 | Layer 1 | Epoch 26  |
|          1560 |    41975.4688 | Layer 1 | Epoch 26  |
|          1590 |    41114.2031 | Layer 1 | Epoch 27  |
|          1620 |    40072.3906 | Layer 1 | Epoch 27  |
|          1650 |    38928.8672 | Layer 1 | Epoch 28  |
|          1680 |    40466.9688 | Layer 1 | Epoch 28  |
|          1710 |    40180.9219 | Layer 1 | Epoch 29  |
|          1740 |    41777.5703 | Layer 1 | Epoch 29  |
|          1770 |    39428.0820 | Layer 1 | Epoch 30  |
|          1800 |    42026.2109 | Layer 1 | Epoch 30  |
|          1830 |    39198.2422 | Layer 1 | Epoch 31  |
|          1860 |    40306.1758 | Layer 1 | Epoch 31  |
|          1890 |    40715.2578 | Layer 1 | Epoch 31  |
|          1920 |    40140.8594 | Layer 1 | Epoch 32  |
|          1950 |    40739.1016 | Layer 1 | Epoch 32  |
|          1980 |    39666.1250 | Layer 1 | Epoch 33  |
|          2010 |    39660.7461 | Layer 1 | Epoch 33  |
|          2040 |    40214.3125 | Layer 1 | Epoch 34  |
|          2070 |    39910.8984 | Layer 1 | Epoch 34  |
|          2100 |    39169.5234 | Layer 1 | Epoch 35  |
|          2130 |    39837.8047 | Layer 1 | Epoch 35  |
|          2160 |    40581.5391 | Layer 1 | Epoch 36  |
|          2190 |    41364.6328 | Layer 1 | Epoch 36  |
|          2220 |    40458.5977 | Layer 1 | Epoch 37  |
|          2250 |    38771.4336 | Layer 1 | Epoch 37  |
|          2280 |    41277.3633 | Layer 1 | Epoch 38  |
|          2310 |    38748.6523 | Layer 1 | Epoch 38  |
|          2340 |    40717.7617 | Layer 1 | Epoch 39  |
|          2370 |    39525.4453 | Layer 1 | Epoch 39  |
|          2400 |    40370.3711 | Layer 1 | Epoch 40  |
|          2430 |    39964.3359 | Layer 1 | Epoch 40  |
|          2460 |    39630.4688 | Layer 1 | Epoch 41  |
|          2490 |    38468.1328 | Layer 1 | Epoch 41  |
|          2520 |    38306.7852 | Layer 1 | Epoch 42  |
|          2550 |    39879.5547 | Layer 1 | Epoch 42  |
|          2580 |    39148.8047 | Layer 1 | Epoch 43  |
|          2610 |    40849.3711 | Layer 1 | Epoch 43  |
|          2640 |    41840.3438 | Layer 1 | Epoch 44  |
|          2670 |    37614.2422 | Layer 1 | Epoch 44  |
|          2700 |    40794.9570 | Layer 1 | Epoch 45  |
|          2730 |    38931.5742 | Layer 1 | Epoch 45  |
|          2760 |    40635.0273 | Layer 1 | Epoch 46  |
|          2790 |    40196.9492 | Layer 1 | Epoch 46  |
|          2820 |    38922.9180 | Layer 1 | Epoch 47  |
|          2850 |    40034.8789 | Layer 1 | Epoch 47  |
|          2880 |    38752.6445 | Layer 1 | Epoch 48  |
|          2910 |    40047.4922 | Layer 1 | Epoch 48  |
|          2940 |    40299.4141 | Layer 1 | Epoch 49  |
|          2970 |    40280.0469 | Layer 1 | Epoch 49  |
|          3000 |    38979.1211 | Layer 1 | Epoch 50  |
|          3030 |    39389.8984 | Layer 1 | Epoch 50  |
|          3060 |    38510.7578 | Layer 1 | Epoch 51  |
|          3090 |    40620.3984 | Layer 1 | Epoch 51  |
|          3120 |    39475.9609 | Layer 1 | Epoch 52  |
|          3150 |    37394.9102 | Layer 1 | Epoch 52  |
|          3180 |    41480.0508 | Layer 1 | Epoch 53  |
|          3210 |    39604.5078 | Layer 1 | Epoch 53  |
|          3240 |    39492.5547 | Layer 1 | Epoch 54  |
|          3270 |    39528.9023 | Layer 1 | Epoch 54  |
|          3300 |    39369.9922 | Layer 1 | Epoch 55  |
|          3330 |    39345.3828 | Layer 1 | Epoch 55  |
|          3360 |    39389.6758 | Layer 1 | Epoch 56  |
|          3390 |    39853.3945 | Layer 1 | Epoch 56  |
|          3420 |    39912.3672 | Layer 1 | Epoch 57  |
|          3450 |    39460.5547 | Layer 1 | Epoch 57  |
|          3480 |    39681.3789 | Layer 1 | Epoch 58  |
|          3510 |    39790.4492 | Layer 1 | Epoch 58  |
|          3540 |    39332.0391 | Layer 1 | Epoch 59  |
|          3570 |    40245.0820 | Layer 1 | Epoch 59  |
|          3600 |    39297.5547 | Layer 1 | Epoch 60  |
|          3630 |    39614.7422 | Layer 1 | Epoch 60  |
|          3660 |    40933.0117 | Layer 1 | Epoch 61  |
|          3690 |    40157.6797 | Layer 1 | Epoch 61  |
|          3720 |    39878.5391 | Layer 1 | Epoch 61  |
|          3750 |    38191.0938 | Layer 1 | Epoch 62  |
|          3780 |    37204.1758 | Layer 1 | Epoch 62  |
|          3810 |    39948.2891 | Layer 1 | Epoch 63  |
|          3840 |    39562.0391 | Layer 1 | Epoch 63  |
|          3870 |    40932.6328 | Layer 1 | Epoch 64  |
|          3900 |    40568.6328 | Layer 1 | Epoch 64  |
|          3930 |    39726.7188 | Layer 1 | Epoch 65  |
|          3960 |    36826.8242 | Layer 1 | Epoch 65  |
|          3990 |    39048.5078 | Layer 1 | Epoch 66  |
|          4020 |    39758.6172 | Layer 1 | Epoch 66  |
|          4050 |    37941.3516 | Layer 1 | Epoch 67  |
|          4080 |    38107.0273 | Layer 1 | Epoch 67  |
|          4110 |    39004.2773 | Layer 1 | Epoch 68  |
|          4140 |    38317.3438 | Layer 1 | Epoch 68  |
|          4170 |    39166.6367 | Layer 1 | Epoch 69  |
|          4200 |    39633.7578 | Layer 1 | Epoch 69  |
|          4230 |    39303.9453 | Layer 1 | Epoch 70  |
|          4260 |    38291.2344 | Layer 1 | Epoch 70  |
|          4290 |    38723.1641 | Layer 1 | Epoch 71  |
|          4320 |    39309.0391 | Layer 1 | Epoch 71  |
|          4350 |    39060.0430 | Layer 1 | Epoch 72  |
|          4380 |    37518.1641 | Layer 1 | Epoch 72  |
|          4410 |    39563.1758 | Layer 1 | Epoch 73  |
|          4440 |    38302.6289 | Layer 1 | Epoch 73  |
|          4470 |    38549.9180 | Layer 1 | Epoch 74  |
|          4500 |    40016.1328 | Layer 1 | Epoch 74  |
|          4530 |    37707.8203 | Layer 1 | Epoch 75  |
|          4560 |    40181.7500 | Layer 1 | Epoch 75  |
|          4590 |    38603.5625 | Layer 1 | Epoch 76  |
|          4620 |    38007.5938 | Layer 1 | Epoch 76  |
|          4650 |    37839.2734 | Layer 1 | Epoch 77  |
|          4680 |    41477.6992 | Layer 1 | Epoch 77  |
|          4710 |    37410.8984 | Layer 1 | Epoch 78  |
|          4740 |    40611.1055 | Layer 1 | Epoch 78  |
|          4770 |    38772.4766 | Layer 1 | Epoch 79  |
|          4800 |    39682.5703 | Layer 1 | Epoch 79  |
|          4830 |    37103.6367 | Layer 1 | Epoch 80  |
|          4860 |    38851.5742 | Layer 1 | Epoch 80  |
|          4890 |    39393.1953 | Layer 1 | Epoch 81  |
|          4920 |    38411.9922 | Layer 1 | Epoch 81  |
|          4950 |    39082.3633 | Layer 1 | Epoch 82  |
|          4980 |    39713.2266 | Layer 1 | Epoch 82  |
|          5010 |    38158.8516 | Layer 1 | Epoch 83  |
|          5040 |    40075.0938 | Layer 1 | Epoch 83  |
|          5070 |    37291.0820 | Layer 1 | Epoch 84  |
|          5100 |    38211.3516 | Layer 1 | Epoch 84  |
|          5130 |    37604.6875 | Layer 1 | Epoch 85  |
|          5160 |    37314.1641 | Layer 1 | Epoch 85  |
|          5190 |    37502.6953 | Layer 1 | Epoch 86  |
|          5220 |    37371.8516 | Layer 1 | Epoch 86  |
|          5250 |    38658.9531 | Layer 1 | Epoch 87  |
|          5280 |    39151.7578 | Layer 1 | Epoch 87  |
|          5310 |    38360.3125 | Layer 1 | Epoch 88  |
|          5340 |    38523.7500 | Layer 1 | Epoch 88  |
|          5370 |    38850.3047 | Layer 1 | Epoch 89  |
|          5400 |    36742.2500 | Layer 1 | Epoch 89  |
|          5430 |    36564.0742 | Layer 1 | Epoch 90  |
|          5460 |    39173.7422 | Layer 1 | Epoch 90  |
|          5490 |    37578.6172 | Layer 1 | Epoch 91  |
|          5520 |    40059.8750 | Layer 1 | Epoch 91  |
|          5550 |    38518.1445 | Layer 1 | Epoch 91  |
|          5580 |    39467.1172 | Layer 1 | Epoch 92  |
|          5610 |    37611.2383 | Layer 1 | Epoch 92  |
|          5640 |    37272.0547 | Layer 1 | Epoch 93  |
|          5670 |    39643.3320 | Layer 1 | Epoch 93  |
|          5700 |    39065.0781 | Layer 1 | Epoch 94  |
|          5730 |    39004.5508 | Layer 1 | Epoch 94  |
|          5760 |    38934.0391 | Layer 1 | Epoch 95  |
|          5790 |    39110.7383 | Layer 1 | Epoch 95  |
|          5820 |    39660.6328 | Layer 1 | Epoch 96  |
|          5850 |    37065.5703 | Layer 1 | Epoch 96  |
|          5880 |    38079.3242 | Layer 1 | Epoch 97  |
|          5910 |    39481.1016 | Layer 1 | Epoch 97  |
|          5940 |    39438.0820 | Layer 1 | Epoch 98  |
|          5970 |    39439.3320 | Layer 1 | Epoch 98  |
|          6000 |    40393.2812 | Layer 1 | Epoch 99  |
