2017-11-21 09:43:43.774480: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-21 09:43:43.774503: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-21 09:43:43.774509: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-11-21 09:43:43.774514: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-21 09:43:43.774518: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
['B01']
['B03']
['B02']
Loading images  ./ourds/*.jpg ['B01']
Number of images: 61
Number of rows: 256
Number of cols: 256
Dataset array size:  (61, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B03']
Number of images: 60
Number of rows: 256
Number of cols: 256
Dataset array size:  (60, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B02']
Number of images: 66
Number of rows: 256
Number of cols: 256
Dataset array size:  (66, 256, 256, 1)
(61, 256, 256, 1)
(60, 256, 256, 1)
(66, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    45605.3164 | Layer 1 | Epoch 1  |
|            30 |    45399.0312 | Layer 1 | Epoch 1  |
|            60 |    45401.7930 | Layer 1 | Epoch 1  |
|            90 |    45402.8516 | Layer 1 | Epoch 2  |
|           120 |    45377.7617 | Layer 1 | Epoch 2  |
|           150 |    45371.1797 | Layer 1 | Epoch 3  |
|           180 |    45356.8516 | Layer 1 | Epoch 3  |
|           210 |    45354.4531 | Layer 1 | Epoch 4  |
|           240 |    45308.4531 | Layer 1 | Epoch 4  |
|           270 |    45317.3086 | Layer 1 | Epoch 5  |
|           300 |    45342.7031 | Layer 1 | Epoch 5  |
|           330 |    45313.8633 | Layer 1 | Epoch 6  |
|           360 |    45222.6484 | Layer 1 | Epoch 6  |
|           390 |    45239.4844 | Layer 1 | Epoch 7  |
|           420 |    45209.2461 | Layer 1 | Epoch 7  |
|           450 |    44992.3320 | Layer 1 | Epoch 8  |
|           480 |    45035.2500 | Layer 1 | Epoch 8  |
|           510 |    45061.4883 | Layer 1 | Epoch 9  |
|           540 |    44880.5703 | Layer 1 | Epoch 9  |
|           570 |    44957.8984 | Layer 1 | Epoch 10  |
|           600 |    44891.6797 | Layer 1 | Epoch 10  |
|           630 |    44860.6094 | Layer 1 | Epoch 11  |
|           660 |    44900.1211 | Layer 1 | Epoch 11  |
|           690 |    44800.2188 | Layer 1 | Epoch 12  |
|           720 |    44717.7734 | Layer 1 | Epoch 12  |
|           750 |    44547.3555 | Layer 1 | Epoch 13  |
|           780 |    44688.4922 | Layer 1 | Epoch 13  |
|           810 |    44397.6172 | Layer 1 | Epoch 14  |
|           840 |    44424.3516 | Layer 1 | Epoch 14  |
|           870 |    44718.3633 | Layer 1 | Epoch 15  |
|           900 |    44587.2383 | Layer 1 | Epoch 15  |
|           930 |    44737.9922 | Layer 1 | Epoch 16  |
|           960 |    44366.4141 | Layer 1 | Epoch 16  |
|           990 |    44328.9141 | Layer 1 | Epoch 17  |
|          1020 |    43345.3867 | Layer 1 | Epoch 17  |
|          1050 |    43978.9844 | Layer 1 | Epoch 18  |
|          1080 |    43919.5078 | Layer 1 | Epoch 18  |
|          1110 |    43806.9141 | Layer 1 | Epoch 19  |
|          1140 |    43926.8242 | Layer 1 | Epoch 19  |
|          1170 |    44295.7500 | Layer 1 | Epoch 20  |
|          1200 |    44098.9961 | Layer 1 | Epoch 20  |
|          1230 |    43608.0547 | Layer 1 | Epoch 21  |
|          1260 |    44446.5508 | Layer 1 | Epoch 21  |
|          1290 |    44010.8984 | Layer 1 | Epoch 22  |
|          1320 |    43661.3789 | Layer 1 | Epoch 22  |
|          1350 |    43605.1250 | Layer 1 | Epoch 23  |
|          1380 |    43468.0039 | Layer 1 | Epoch 23  |
|          1410 |    44159.9492 | Layer 1 | Epoch 24  |
|          1440 |    43749.5430 | Layer 1 | Epoch 24  |
|          1470 |    44567.4766 | Layer 1 | Epoch 25  |
|          1500 |    43936.7617 | Layer 1 | Epoch 25  |
|          1530 |    44390.3047 | Layer 1 | Epoch 26  |
|          1560 |    43759.2578 | Layer 1 | Epoch 26  |
|          1590 |    43939.1953 | Layer 1 | Epoch 27  |
|          1620 |    43563.1953 | Layer 1 | Epoch 27  |
|          1650 |    44185.8984 | Layer 1 | Epoch 28  |
|          1680 |    43799.0234 | Layer 1 | Epoch 28  |
|          1710 |    43499.0195 | Layer 1 | Epoch 29  |
|          1740 |    43503.0742 | Layer 1 | Epoch 29  |
|          1770 |    43752.7188 | Layer 1 | Epoch 30  |
|          1800 |    42822.3320 | Layer 1 | Epoch 30  |
|          1830 |    44331.2109 | Layer 1 | Epoch 31  |
|          1860 |    43486.8047 | Layer 1 | Epoch 31  |
|          1890 |    43022.4023 | Layer 1 | Epoch 31  |
|          1920 |    42866.0547 | Layer 1 | Epoch 32  |
|          1950 |    44003.8125 | Layer 1 | Epoch 32  |
|          1980 |    43880.8164 | Layer 1 | Epoch 33  |
|          2010 |    43053.4141 | Layer 1 | Epoch 33  |
|          2040 |    43462.3047 | Layer 1 | Epoch 34  |
|          2070 |    43680.3516 | Layer 1 | Epoch 34  |
|          2100 |    43216.6953 | Layer 1 | Epoch 35  |
|          2130 |    43215.2578 | Layer 1 | Epoch 35  |
|          2160 |    43516.9609 | Layer 1 | Epoch 36  |
|          2190 |    43415.9062 | Layer 1 | Epoch 36  |
|          2220 |    42988.9141 | Layer 1 | Epoch 37  |
|          2250 |    43747.4961 | Layer 1 | Epoch 37  |
|          2280 |    43167.2617 | Layer 1 | Epoch 38  |
|          2310 |    42581.2266 | Layer 1 | Epoch 38  |
|          2340 |    42847.4609 | Layer 1 | Epoch 39  |
|          2370 |    43812.4922 | Layer 1 | Epoch 39  |
|          2400 |    43202.3945 | Layer 1 | Epoch 40  |
|          2430 |    42909.8359 | Layer 1 | Epoch 40  |
|          2460 |    43371.8750 | Layer 1 | Epoch 41  |
|          2490 |    42663.5703 | Layer 1 | Epoch 41  |
|          2520 |    43457.1758 | Layer 1 | Epoch 42  |
|          2550 |    43712.9961 | Layer 1 | Epoch 42  |
|          2580 |    42662.6250 | Layer 1 | Epoch 43  |
|          2610 |    43314.6953 | Layer 1 | Epoch 43  |
|          2640 |    42121.2812 | Layer 1 | Epoch 44  |
|          2670 |    43740.1562 | Layer 1 | Epoch 44  |
|          2700 |    43553.6250 | Layer 1 | Epoch 45  |
|          2730 |    43054.2266 | Layer 1 | Epoch 45  |
|          2760 |    43289.9922 | Layer 1 | Epoch 46  |
|          2790 |    43611.1953 | Layer 1 | Epoch 46  |
|          2820 |    43665.2539 | Layer 1 | Epoch 47  |
|          2850 |    42175.5430 | Layer 1 | Epoch 47  |
|          2880 |    42488.3125 | Layer 1 | Epoch 48  |
|          2910 |    42244.8984 | Layer 1 | Epoch 48  |
|          2940 |    42995.9766 | Layer 1 | Epoch 49  |
|          2970 |    42426.9531 | Layer 1 | Epoch 49  |
|          3000 |    43218.0547 | Layer 1 | Epoch 50  |
|          3030 |    43339.9102 | Layer 1 | Epoch 50  |
|          3060 |    42444.8203 | Layer 1 | Epoch 51  |
|          3090 |    43135.3828 | Layer 1 | Epoch 51  |
|          3120 |    42695.4297 | Layer 1 | Epoch 52  |
|          3150 |    43055.2070 | Layer 1 | Epoch 52  |
|          3180 |    42690.0938 | Layer 1 | Epoch 53  |
|          3210 |    42646.6484 | Layer 1 | Epoch 53  |
|          3240 |    42202.1484 | Layer 1 | Epoch 54  |
|          3270 |    42954.1641 | Layer 1 | Epoch 54  |
|          3300 |    42582.6758 | Layer 1 | Epoch 55  |
|          3330 |    42530.9375 | Layer 1 | Epoch 55  |
|          3360 |    43208.6016 | Layer 1 | Epoch 56  |
|          3390 |    43326.1797 | Layer 1 | Epoch 56  |
|          3420 |    43136.5859 | Layer 1 | Epoch 57  |
|          3450 |    42595.7383 | Layer 1 | Epoch 57  |
|          3480 |    41638.4375 | Layer 1 | Epoch 58  |
|          3510 |    42081.3086 | Layer 1 | Epoch 58  |
|          3540 |    43019.8984 | Layer 1 | Epoch 59  |
|          3570 |    42371.0547 | Layer 1 | Epoch 59  |
|          3600 |    43970.0000 | Layer 1 | Epoch 60  |
|          3630 |    41759.0664 | Layer 1 | Epoch 60  |
|          3660 |    43182.3828 | Layer 1 | Epoch 61  |
|          3690 |    41996.7773 | Layer 1 | Epoch 61  |
|          3720 |    42714.9961 | Layer 1 | Epoch 61  |
|          3750 |    43483.2734 | Layer 1 | Epoch 62  |
|          3780 |    42327.2148 | Layer 1 | Epoch 62  |
|          3810 |    42365.3125 | Layer 1 | Epoch 63  |
|          3840 |    42231.5273 | Layer 1 | Epoch 63  |
|          3870 |    42211.2734 | Layer 1 | Epoch 64  |
|          3900 |    43404.4258 | Layer 1 | Epoch 64  |
|          3930 |    42135.6367 | Layer 1 | Epoch 65  |
|          3960 |    42998.7500 | Layer 1 | Epoch 65  |
|          3990 |    42984.6016 | Layer 1 | Epoch 66  |
|          4020 |    41981.3047 | Layer 1 | Epoch 66  |
|          4050 |    42988.5664 | Layer 1 | Epoch 67  |
|          4080 |    43247.1289 | Layer 1 | Epoch 67  |
|          4110 |    41026.6680 | Layer 1 | Epoch 68  |
|          4140 |    42414.8242 | Layer 1 | Epoch 68  |
|          4170 |    42601.7617 | Layer 1 | Epoch 69  |
|          4200 |    42076.8242 | Layer 1 | Epoch 69  |
|          4230 |    41420.3242 | Layer 1 | Epoch 70  |
|          4260 |    43294.5000 | Layer 1 | Epoch 70  |
|          4290 |    42049.6055 | Layer 1 | Epoch 71  |
|          4320 |    42113.1680 | Layer 1 | Epoch 71  |
|          4350 |    42108.2812 | Layer 1 | Epoch 72  |
|          4380 |    42630.5977 | Layer 1 | Epoch 72  |
|          4410 |    42788.6641 | Layer 1 | Epoch 73  |
|          4440 |    42349.3320 | Layer 1 | Epoch 73  |
|          4470 |    42460.4531 | Layer 1 | Epoch 74  |
|          4500 |    41906.4766 | Layer 1 | Epoch 74  |
|          4530 |    42451.9297 | Layer 1 | Epoch 75  |
|          4560 |    42645.4727 | Layer 1 | Epoch 75  |
|          4590 |    41745.5078 | Layer 1 | Epoch 76  |
|          4620 |    41310.8594 | Layer 1 | Epoch 76  |
|          4650 |    42590.0625 | Layer 1 | Epoch 77  |
|          4680 |    42128.4375 | Layer 1 | Epoch 77  |
|          4710 |    43029.1875 | Layer 1 | Epoch 78  |
|          4740 |    41230.9688 | Layer 1 | Epoch 78  |
|          4770 |    41921.3906 | Layer 1 | Epoch 79  |
|          4800 |    41957.3828 | Layer 1 | Epoch 79  |
|          4830 |    41549.7383 | Layer 1 | Epoch 80  |
|          4860 |    42243.3516 | Layer 1 | Epoch 80  |
|          4890 |    42265.9375 | Layer 1 | Epoch 81  |
|          4920 |    42384.1680 | Layer 1 | Epoch 81  |
|          4950 |    42184.4922 | Layer 1 | Epoch 82  |
|          4980 |    42250.1172 | Layer 1 | Epoch 82  |
|          5010 |    42040.8516 | Layer 1 | Epoch 83  |
|          5040 |    42241.5547 | Layer 1 | Epoch 83  |
|          5070 |    43093.5391 | Layer 1 | Epoch 84  |
|          5100 |    42562.3906 | Layer 1 | Epoch 84  |
|          5130 |    41660.8828 | Layer 1 | Epoch 85  |
|          5160 |    42049.0391 | Layer 1 | Epoch 85  |
|          5190 |    42253.1172 | Layer 1 | Epoch 86  |
|          5220 |    43861.3984 | Layer 1 | Epoch 86  |
|          5250 |    41797.4297 | Layer 1 | Epoch 87  |
|          5280 |    41000.2109 | Layer 1 | Epoch 87  |
|          5310 |    42599.9570 | Layer 1 | Epoch 88  |
|          5340 |    41458.0664 | Layer 1 | Epoch 88  |
|          5370 |    42593.9180 | Layer 1 | Epoch 89  |
|          5400 |    42273.8789 | Layer 1 | Epoch 89  |
|          5430 |    42157.3359 | Layer 1 | Epoch 90  |
|          5460 |    41200.2383 | Layer 1 | Epoch 90  |
|          5490 |    42217.0625 | Layer 1 | Epoch 91  |
|          5520 |    42707.6016 | Layer 1 | Epoch 91  |
|          5550 |    41954.4688 | Layer 1 | Epoch 91  |
|          5580 |    42803.1211 | Layer 1 | Epoch 92  |
|          5610 |    42448.6367 | Layer 1 | Epoch 92  |
|          5640 |    41687.0234 | Layer 1 | Epoch 93  |
|          5670 |    42566.7969 | Layer 1 | Epoch 93  |
|          5700 |    42214.1406 | Layer 1 | Epoch 94  |
|          5730 |    42237.9883 | Layer 1 | Epoch 94  |
|          5760 |    42429.3711 | Layer 1 | Epoch 95  |
|          5790 |    42691.2930 | Layer 1 | Epoch 95  |
|          5820 |    41641.3867 | Layer 1 | Epoch 96  |
|          5850 |    42885.5938 | Layer 1 | Epoch 96  |
|          5880 |    42217.7891 | Layer 1 | Epoch 97  |
|          5910 |    43180.4805 | Layer 1 | Epoch 97  |
|          5940 |    41957.8008 | Layer 1 | Epoch 98  |
|          5970 |    41176.4375 | Layer 1 | Epoch 98  |
|          6000 |    40736.3867 | Layer 1 | Epoch 99  |
|          6030 |    41604.8516 | Layer 1 | Epoch 99  |
|          6060 |    41734.0430 | Layer 1 | Epoch 100  |
|          6090 |    42508.8125 | Layer 1 | Epoch 100  |
|          6120 |    41991.1172 | Layer 1 | Epoch 101  |
|          6150 |    41528.1758 | Layer 1 | Epoch 101  |
|          6180 |    41112.7891 | Layer 1 | Epoch 102  |
|          6210 |    41711.2148 | Layer 1 | Epoch 102  |
|          6240 |    42112.9258 | Layer 1 | Epoch 103  |
|          6270 |    42249.6641 | Layer 1 | Epoch 103  |
|          6300 |    41449.5312 | Layer 1 | Epoch 104  |
|          6330 |    41653.5508 | Layer 1 | Epoch 104  |
|          6360 |    41857.9414 | Layer 1 | Epoch 105  |
|          6390 |    41498.3164 | Layer 1 | Epoch 105  |
