2017-11-19 11:21:02.187048: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-19 11:21:02.187067: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-19 11:21:02.187072: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-11-19 11:21:02.187075: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-11-19 11:21:02.187079: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
['B01']
['B03']
['B02']
Loading images  ./ourds/*.jpg ['B01']
Number of images: 61
Number of rows: 256
Number of cols: 256
Dataset array size:  (61, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B03']
Number of images: 60
Number of rows: 256
Number of cols: 256
Dataset array size:  (60, 256, 256, 1)
Loading images  ./ourds/*.jpg ['B02']
Number of images: 66
Number of rows: 256
Number of cols: 256
Dataset array size:  (66, 256, 256, 1)
(61, 256, 256, 1)
(60, 256, 256, 1)
(66, 256, 256, 1)



| Training Step | Cross Entropy |  Layer  |   Epoch  |
|---------------|---------------|---------|----------|
|             0 |    46086.1680 | Layer 1 | Epoch 1  |
|            30 |    45330.8945 | Layer 1 | Epoch 1  |
|            60 |    45298.8359 | Layer 1 | Epoch 1  |
|            90 |    45288.9297 | Layer 1 | Epoch 2  |
|           120 |    45284.4180 | Layer 1 | Epoch 2  |
|           150 |    45245.3516 | Layer 1 | Epoch 3  |
|           180 |    45205.3750 | Layer 1 | Epoch 3  |
|           210 |    45122.9883 | Layer 1 | Epoch 4  |
|           240 |    45191.4766 | Layer 1 | Epoch 4  |
|           270 |    44863.8594 | Layer 1 | Epoch 5  |
|           300 |    44833.1055 | Layer 1 | Epoch 5  |
|           330 |    44954.9141 | Layer 1 | Epoch 6  |
|           360 |    44792.4688 | Layer 1 | Epoch 6  |
|           390 |    44922.8867 | Layer 1 | Epoch 7  |
|           420 |    44917.5898 | Layer 1 | Epoch 7  |
|           450 |    44078.5234 | Layer 1 | Epoch 8  |
|           480 |    44485.5469 | Layer 1 | Epoch 8  |
|           510 |    44564.5156 | Layer 1 | Epoch 9  |
|           540 |    44117.6758 | Layer 1 | Epoch 9  |
|           570 |    44187.8711 | Layer 1 | Epoch 10  |
|           600 |    44655.2188 | Layer 1 | Epoch 10  |
|           630 |    43782.5312 | Layer 1 | Epoch 11  |
|           660 |    43972.1445 | Layer 1 | Epoch 11  |
|           690 |    43784.5078 | Layer 1 | Epoch 12  |
|           720 |    43159.3594 | Layer 1 | Epoch 12  |
|           750 |    43903.6445 | Layer 1 | Epoch 13  |
|           780 |    43549.9570 | Layer 1 | Epoch 13  |
|           810 |    42635.1641 | Layer 1 | Epoch 14  |
|           840 |    43342.6523 | Layer 1 | Epoch 14  |
|           870 |    44084.4805 | Layer 1 | Epoch 15  |
|           900 |    42721.2188 | Layer 1 | Epoch 15  |
